source_image_id,filename,filepath,source_group,sha256,width,height,blur_score,brightness,quality_status,notes
IMG_0096,P_20260903_203856_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203856_1_2.jpg,P_20260903_203856,5598937e9bb32c35b5f1aefde75f37308f3c2741bb1f74ee92fed943b1d1eee1,1514,319,303.83250457618624,139.56226318208735,usable,
IMG_0097,P_20260903_203900_1_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203900_1_1_1.jpg,P_20260903_203900,36f3899f6305bcdcadad46eca90f68ebbe56870ac9344c62db6e44fdb3dffc56,1260,236,66.9793015338856,165.19451506591338,usable,
IMG_0098,P_20260903_203900_1_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203900_1_1_2.jpg,P_20260903_203900,9882f9b2182a375c37d178e66ea74ed41783a669609837e8db179485ac6417d7,1260,516,253.60428399701533,158.5356419958164,usable,
IMG_0099,P_20260903_203900_1_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203900_1_1_3.jpg,P_20260903_203900,e362421d7354a0460cddfd62748165299dd2439dd9b5e90d1a95cb1edc70632c,1260,532,219.65439113820736,154.52437194175917,usable,
IMG_0100,P_20260903_203905_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203905_1_1.jpg,P_20260903_203905,1afc477f2640647d9fd3ffe7e4615196ee0d40909253079db2664f4223609b80,1396,220,105.92082940005582,163.1634116957541,usable,
IMG_0101,P_20260903_203905_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203905_1_2.jpg,P_20260903_203905,1596009ff8b766ca179ad39af2b24654a814ac3c0c4c4f686c315456ad688406,1396,548,238.80048959904832,154.6659420555079,usable,
IMG_0102,P_20260903_203905_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203905_1_3.jpg,P_20260903_203905,5a2a177aff5199617c7ca8b1f25c72150c2448d3cb5bf284b866f264761b694e,1396,411,277.13632984500543,151.95855206742937,usable,
IMG_0103,P_20260903_203907_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203907_1_1.jpg,P_20260903_203907,6e4076a359c4149ae4107f60baeaa85c7d0e9c3dd9912c668a609a4ee28301b0,1218,441,258.99955780999784,148.47378699701008,usable,
IMG_0104,P_20260903_203907_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203907_1_2.jpg,P_20260903_203907,83a1db79b0c627c562c3a92455115852a8b7589bef94d9eae0470787573fca83,1340,546,317.2226244330378,144.09347629981957,usable,
IMG_0105,P_20260903_203910_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203910_1_1.jpg,P_20260903_203910,3a4bde58e7a62d64a1b1caa97593419863784f5b3de8f608c5dd3182f81267ee,1372,321,202.603472419704,156.10033559485208,usable,
IMG_0106,P_20260903_203910_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203910_1_2.jpg,P_20260903_203910,534b01ae79ffc3a027d4f40e7b869c665b8bb828daefb52d4fce387d0ee6c070,1372,289,171.5468087085425,151.74982093677806,usable,
IMG_0107,P_20260903_203910_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203910_1_3.jpg,P_20260903_203910,046e03f0cce15ac2062ca17e6b932803d79060276ea10250f45ba4831707fe49,1372,654,191.30727864268258,147.94665703765122,usable,
IMG_0108,P_20260903_203912_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203912_1.jpg,P_20260903_203912,82e9bab8b1e5b94eb34a9e6ea772f5b09e8181cfd70a65d27eb3f8cf04657d31,1409,858,282.61082176033216,150.10441368425754,usable,
IMG_0109,P_20260903_203916_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203916_1_1.jpg,P_20260903_203916,3e9d27776f5c5552003ccdf086e8148a0695a43fe36cd9a2a9085a9051176318,1440,647,74.59760621641249,157.64558002747725,usable,
IMG_0110,P_20260903_203916_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203916_1_2.jpg,P_20260903_203916,b7de106ffcfcf57299f29acf46bdcaa1303e06fba47b15ecb7dfb3acfa701d1e,1440,788,173.35304858861994,148.2384209320361,usable,
IMG_0111,P_20260903_203918_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203918_1_1.jpg,P_20260903_203918,dfec382e2fb43984d7b4226cfc3bb2c423b36858a3b6fdfa48e952a8ecdbf829,1350,475,130.24770284309415,164.37096608187136,usable,
IMG_0112,P_20260903_203918_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203918_1_2.jpg,P_20260903_203918,d2ce58ed39900103994e37307f2a215df6a10b58a253d1adebc964019a0516eb,1350,458,142.15836156082284,160.5526217046741,usable,
IMG_0113,P_20260903_203918_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203918_1_3.jpg,P_20260903_203918,2c079f563daedd7c649c8f9a844756613c43886cbbadbbbe87a5b130cf4f5833,1350,378,172.971561174994,155.21395061728396,usable,
IMG_0114,P_20260903_203922_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203922_1_1.jpg,P_20260903_203922,4d8fed103ea4df57ab56d0828e9a7fedbaad081263866aecd0be3122ea76b91d,1340,654,214.7931765287266,156.27575882057602,usable,
IMG_0115,P_20260903_203922_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203922_1_2.jpg,P_20260903_203922,ccb3e7d26d16e641aef208965b91acff46bc3181c0fb5be49b8426b0d28fa583,1340,291,308.83708031019745,148.85609068061754,usable,
IMG_0116,P_20260903_203922_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203922_1_3.jpg,P_20260903_203922,bafb4a4d22dffc70e177fcf94b38c62de75019f043bf9b6c167cd0c2c550ab5f,1340,315,264.13406960784465,148.91835110163467,usable,
IMG_0117,P_20260903_203922_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203922_1_4.jpg,P_20260903_203922,b9993983d27264c1ae4bd2bd76a53284fecb9190f4c0f85e24473d54a518afb9,1340,329,278.4474573263172,146.883035430749,usable,
IMG_0118,P_20260903_203924_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203924_1_1.jpg,P_20260903_203924,425fe94edadac0f81a985ab1c762e9b73c709a0d2d1e4b00ae1f38ad3ce6d41d,1360,670,157.90768842054007,162.366662642669,usable,
IMG_0119,P_20260903_203933_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203933_1_1.jpg,P_20260903_203933,3516680fa2c3ea4c0bf7cf8d804c0d9b8cd209fb89ebd504830b5ac99a6824e1,1310,480,129.46843953116198,159.13427003816793,usable,
IMG_0120,P_20260903_203935_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203935_1_1.jpg,P_20260903_203935,334a14936baefa34dea654c08d3788ab94a6b8532e18953135fa043f64493424,1320,806,302.2371139445209,151.58881964809385,usable,
IMG_0121,P_20260903_203939_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203939_1_1.jpg,P_20260903_203939,c8d007f1b477daa1c88dc99ea0d69e07806814efaf54e7081395c82e3dba9368,1352,457,268.48352378190003,151.5286163298072,usable,
IMG_0122,P_20260903_203939_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203939_1_2.jpg,P_20260903_203939,7541807158a6537360eff979a5e8ad07d79660820f08229873142ca034902bc9,1352,224,146.22950394681448,152.13150491335588,usable,
IMG_0123,P_20260903_203941_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203941_1_1.jpg,P_20260903_203941,348a6574f666ba787b91adc72471385dc62612c6eb5c713247c57ce84e3f7fc9,1300,612,134.54323277437672,153.41343388637506,usable,
IMG_0124,P_20260903_203941_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203941_1_2.jpg,P_20260903_203941,ffa0fedf1b7ea1657551c413d36b78c7704a431bcf2f5c38cc37fa11af280054,775,203,149.68556858241644,155.81855394883203,usable,
IMG_0125,P_20260903_203941_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203941_1_3.jpg,P_20260903_203941,643c87b01e146ecb052beb15621d1907404483c62704f188595b0a93a635e80f,861,301,114.46219184031881,154.53084376121407,usable,
IMG_0126,P_20260903_203941_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203941_1_4.jpg,P_20260903_203941,ea5e31d0976a07b4b6c96130985b9aa94c00afe47c8237fa931d6488b3d03a99,780,242,142.45439825344232,152.0037454969273,usable,
IMG_0127,P_20260903_203945_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203945_1_1.jpg,P_20260903_203945,4d749e5906714958618c1499f34cc6a222d6527d805be3ceb36f83eba52798c6,1300,584,98.82082785195489,162.82058746048472,usable,
IMG_0128,P_20260903_203945_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203945_1_2.jpg,P_20260903_203945,f0f619508c91121878edf671753a71598761ab6f7622c3d60956df7724fb1517,1300,770,126.3781746310822,158.98806793206793,usable,
IMG_0129,P_20260903_203946_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203946_1_1.jpg,P_20260903_203946,01084242f5bfbaa80763ace1fed9dba6af2845f996e718c68b67cac9571012c3,1108,719,115.35902634616798,157.9963585103659,usable,
IMG_0130,P_20260903_203946_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203946_1_2.jpg,P_20260903_203946,d608469d9fa2b2c475d719746d2bee09ceec84466648345b4c8314ada94b718a,1108,402,158.56328598936133,152.72958313127504,usable,
IMG_0131,P_20260903_203946_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203946_1_3.jpg,P_20260903_203946,fb0f7e685551df6ecbcbb7ad73ebc3cebb7d2b65bc39a79126b77f8e638b740e,1108,158,240.88311675100513,151.0039471279075,usable,
IMG_0132,P_20260903_203951_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203951_1_1.jpg,P_20260903_203951,e864c7fd4fd0369d5a28a7dac4b3dfa0eafe3d9eef59f2e799ef1e35a475f017,1096,171,158.776753705983,158.5580313313698,usable,
IMG_0133,P_20260903_203951_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203951_1_2.jpg,P_20260903_203951,d58bdd1e413b05e23f7a5ab1f98b9e52b69b831394fc71596eceaea48083aac1,1096,179,104.82333517694506,160.79089528198017,usable,
IMG_0134,P_20260903_203951_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203951_1_3.jpg,P_20260903_203951,b743c0bb4555e1242d07a98b21eeb68ed07420cb2a92c96c9fd86863b20aef9e,1096,341,113.78056895866962,159.42255495858038,usable,
IMG_0135,P_20260903_203951_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203951_1_4.jpg,P_20260903_203951,7fc21b5c6fb173094a230840efc96a2aeec080e78caac679f4c8d6226fea1b34,1096,371,87.65218669642424,159.47565516359415,usable,
IMG_0136,P_20260903_203951_1_5.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203951_1_5.jpg,P_20260903_203951,8be910209c5a9482e493c94bf8510e3633057510ff4a1057ae2f53b9a20617ff,1096,385,75.4558360974389,158.42172480803868,usable,
IMG_0137,P_20260903_203954_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203954_1_1.jpg,P_20260903_203954,329bbec17795d9b65929b552559c53ae23a732096b79c77d77a9b8a908af007f,1066,279,232.71290331685154,159.1315573577572,usable,
IMG_0138,P_20260903_203954_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203954_1_2.jpg,P_20260903_203954,f56a7182da038f629c029efbc0274982aba0d6fe49b4b2f4c9c595ebf98885e7,1066,635,134.15239014427982,158.07316925440605,usable,
IMG_0139,P_20260903_203954_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203954_1_3.jpg,P_20260903_203954,24fe6acf2f691bbcd34599dc08e7a5bec92e4132d41f9dc7ec26ced4d9ad5654,1066,270,389.5964022597639,148.46140296018345,usable,
IMG_0140,P_20260903_203958_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203958_1_1.jpg,P_20260903_203958,92e9d58364a42c2d0af5bfb53f81ad41957bfd3e01030589873e6a4550293318,1232,421,126.90602293694944,156.59811595767653,usable,
IMG_0141,P_20260903_203958_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203958_1_2.jpg,P_20260903_203958,e8dd6cceb901761d84f0fe1f298753dc0cb283e7ca8c841e5e41f8a69f304fa6,1232,289,182.8539269963272,155.642365636094,usable,
IMG_0142,P_20260903_203958_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203958_1_3.jpg,P_20260903_203958,dca4e4004d28b90a587c0764ce20512c00cab0c42b3e23c77e29021b9a4db06c,1232,381,180.13332912337535,154.07610909431776,usable,
IMG_0143,P_20260903_203958_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203958_1_4.jpg,P_20260903_203958,4935d101d62555b6f2bcbcd8182978d3e0542d6d968cf323f85470ba81d9bb2f,1232,249,200.0758480491088,150.3130769832577,usable,
IMG_0144,P_20260903_203958_1_5.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_203958_1_5.jpg,P_20260903_203958,85a959f9d7fb5d7d0d910c31fc51dcbe4fbbe041fd9ef22eb9d5fa98d321d383,1232,308,256.57101315370437,148.17099742789676,usable,
IMG_0145,P_20260903_204000_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204000_1_1.jpg,P_20260903_204000,2c89a67d2a0607db2fd7419e9995963ef1bd711721c609d5989b9146994dc498,1240,658,87.79576407089252,166.66575399548975,usable,
IMG_0146,P_20260903_204000_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204000_1_2.jpg,P_20260903_204000,21ae81647f1bd5fd21f054bb859ce31294b10d5b7299984d155091f7444f5d87,1240,814,194.7559946723419,159.19087342474438,usable,
IMG_0147,P_20260903_204004_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204004_1_1.jpg,P_20260903_204004,046429e7770be0740deafcf90f261c705736fafe08e9cd17e4149a148638aa97,1282,296,243.86055200876694,153.28466658936628,usable,
IMG_0148,P_20260903_204004_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204004_1_2.jpg,P_20260903_204004,4478935ed2c4f2f2a42a7e707d26028e0e14a856c6469993289d49001b03c6d9,1282,275,241.0689504272426,151.7892894624876,usable,
IMG_0149,P_20260903_204004_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204004_1_3.jpg,P_20260903_204004,59ca6a99ca362e12329cd29728e75bf67bc750054a4a5b4b0e44b3558597b26c,1282,190,236.69846738156545,149.8825314065194,usable,
IMG_0150,P_20260903_204004_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204004_1_4.jpg,P_20260903_204004,6879e8c1351abcb9423be31ba7ac1045f24944815cb082a47dcddf0d0bba6a61,1282,548,274.529201492023,148.46181975016228,usable,
IMG_0151,P_20260903_204009_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204009_1_1.jpg,P_20260903_204009,ef5bd9eea900ed5d9434fda6b337e55b3eb9a7f07ae26bd09cb08e85f0ff5baa,1330,735,149.93120357894378,162.92756380747787,usable,
IMG_0152,P_20260903_204009_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204009_1_2.jpg,P_20260903_204009,f92f4e56df774a70f609c020f3c52852d67aa94d3b7fb0b1928230161068b871,1330,897,150.46885913237895,157.37896832381958,usable,
IMG_0153,P_20260903_204013_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204013_1_1.jpg,P_20260903_204013,328c60376168a3ed7a7d14ef8da52eabcf1f0c329f03d9eff30385ab078263cd,1216,348,188.63965663068998,158.58207142317,usable,
IMG_0154,P_20260903_204013_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204013_1_2.jpg,P_20260903_204013,805b33fc053cfab6bb37979c254746f0d413affc83d3b43f50f655e43239e62f,1216,384,156.2157276134586,157.3706632915296,usable,
IMG_0155,P_20260903_204013_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204013_1_3.jpg,P_20260903_204013,5ac60129d0e694dfac8a7db160baa92792d27f2462d06f01050ed502fe2be756,1216,350,296.19937177092316,153.7331954887218,usable,
IMG_0156,P_20260903_204013_1_4.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204013_1_4.jpg,P_20260903_204013,cbaaf151dbbd0e8d2644a06dc7ad42a1bf275f6e1e52e10922c9113ebfc11409,1216,710,268.0793095396518,152.91743073573016,usable,
IMG_0157,P_20260903_204015_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204015_1_1.jpg,P_20260903_204015,8efce75a72c28bf492fb5825319fcd95b3dae6dfa71e9a30171334ba4aa4eb99,1346,850,77.66408534420415,156.24898085831657,usable,
IMG_0158,P_20260903_204015_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204015_1_2.jpg,P_20260903_204015,e8dfca2787d40c577435488bff0894f42528f8efd9d923214c2f262f254a1a81,1346,601,118.27390671118405,150.64694429541652,usable,
IMG_0159,P_20260903_204018_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204018_1.jpg,P_20260903_204018,c751b2664c830c2353394957419db9c4b9569da9ba220bf781640bece8bdecda,1199,889,253.74861633617266,154.18550610698267,usable,
IMG_0160,P_20260903_204022_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204022_1.jpg,P_20260903_204022,3a96754cc236d317e0650d75da5caa3d170b5affbf52dc78fdd32338d5ae022e,1251,590,209.76338093661545,157.66840629191563,usable,
IMG_0161,P_20260903_204027_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204027_1_1.jpg,P_20260903_204027,eefac4619f0c59f06b5beef7da3b70aeea5d77b773fa155f7ee07ffa5b9a1ea6,1372,455,375.35319046970466,151.99828917438248,usable,
IMG_0162,P_20260903_204027_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204027_1_2.jpg,P_20260903_204027,ef405e0bce58127556dc82e2beb6f4e9886f6616b98a2b9195cbdd15b420faa0,1372,784,361.225175772336,151.12441802522758,usable,
IMG_0163,P_20260903_204027_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204027_1_3.jpg,P_20260903_204027,b7f7fa4903526ace4f4732349ac48e5b1167faa79f0100698f445adc3b8f13ce,1372,411,441.17550227687656,145.30196562462316,usable,
IMG_0164,P_20260903_204029_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204029_1_1.jpg,P_20260903_204029,cffcc727881d9765c21ca32f3d887928304fbf047ae2454635bde6eef3bf1522,1310,912,184.5416177543407,161.638911209321,usable,
IMG_0165,P_20260903_204029_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204029_1_2.jpg,P_20260903_204029,9082364f0b7db5789a2717283e09b857a85e272bd9bf7efbcca34195cf01e05a,1310,646,288.93801261346323,151.93947486588047,usable,
IMG_0166,P_20260903_204034_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204034_1_1.jpg,P_20260903_204034,7719c60fe1486353e1fb554b95389b0fee70cddc55568b2c0ee4f766e41c710d,1312,312,151.1413728946439,152.94711782754848,usable,
IMG_0167,P_20260903_204034_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204034_1_2.jpg,P_20260903_204034,4674cb9f9256589edbfbb685b1bc8fa03acf167d5cb782fc0548a1a2f27c03ac,1312,739,200.84307919490792,148.9757943744018,usable,
IMG_0168,P_20260903_204034_1_3.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204034_1_3.jpg,P_20260903_204034,b3188eb7eb52c1902896a827ec1eb46014171f43355fd91b4549505cc354e4ca,1312,416,175.85395569807355,142.3017413227017,usable,
IMG_0169,P_20260903_204036_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204036_1_1.jpg,P_20260903_204036,bd2a23688064cd06c19bb43f5e0518bf5c7b14abb837728a2b4944263c6d9756,1414,534,131.49366544586118,159.24038772256037,usable,
IMG_0170,P_20260903_204036_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204036_1_2.jpg,P_20260903_204036,18ab34908e6fcf0850501b46ab7e13cffa3a18e6c6fbee5611b1411a96bda2d8,1414,753,228.9215739699441,153.8270848712646,usable,
IMG_0171,P_20260903_204041_1_1.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204041_1_1.jpg,P_20260903_204041,806eeee6651b640bae0edf3ca0ad62e0111d2c03c9ed6a2df26a35626de06f5b,965,402,112.16355397664204,161.1991493310649,usable,
IMG_0172,P_20260903_204041_1_2.jpg,E:/MathVisionKid\data\hwtext_v1\source\rename\P_20260903_204041_1_2.jpg,P_20260903_204041,b5649b77e148522d0a33f2a16b3943c72f83594d74f9f75433c60a7fff60ce1e,1232,480,238.01276952427443,147.162371482684,usable,
